timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length,attack_type
1743660662.6647575,192.168.234.36,192.168.1.1,TCP,26248,80,597,TCP-RST Flood
1743660662.6647637,192.168.45.155,192.168.1.1,UDP,22480,53,1065,UDP Flood
1743660662.6647704,192.168.134.178,192.168.1.1,TCP,35910,80,480,TCP-SYN Flood
1743660662.664774,192.168.122.46,192.168.1.1,TCP,45895,80,589,TCP-FIN Flood
1743660662.6647773,192.168.16.95,192.168.1.1,UDP,30052,53,236,UDP Flood
1743660662.664782,192.168.211.5,192.168.1.1,TCP,6308,80,738,TCP-RST Flood
1743660662.6647854,192.168.159.69,192.168.1.1,UDP,14895,53,1430,UDP Flood
1743660662.664789,192.168.157.74,192.168.1.1,TCP,45145,80,692,TCP-FIN Flood
1743660662.6647933,192.168.241.77,192.168.1.1,UDP,43176,53,1172,UDP Flood
1743660662.6647966,192.168.181.233,192.168.1.1,UDP,43204,53,672,UDP Flood
1743660662.6648,192.168.69.201,192.168.1.1,UDP,17390,53,1406,UDP Flood
1743660662.6648035,192.168.21.231,192.168.1.1,TCP,43261,80,489,TCP-FIN Flood
1743660662.664808,192.168.143.166,192.168.1.1,TCP,57390,80,451,TCP-RST Flood
1743660662.6648138,192.168.185.252,192.168.1.1,TCP,40808,80,1000,TCP-RST Flood
1743660662.664819,192.168.52.185,192.168.1.1,UDP,10532,53,387,UDP Flood
1743660662.6648242,192.168.248.172,192.168.1.1,UDP,55817,53,1363,UDP Flood
1743660662.6648297,192.168.105.245,192.168.1.1,UDP,35291,53,1322,UDP Flood
1743660662.6648343,192.168.117.172,192.168.1.1,TCP,1943,80,1290,TCP-SYN Flood
1743660662.6648376,192.168.234.250,192.168.1.1,UDP,47831,53,810,UDP Flood
1743660662.664841,192.168.106.147,192.168.1.1,UDP,24663,53,1141,UDP Flood
1743660662.664844,192.168.238.120,192.168.1.1,UDP,38954,53,890,UDP Flood
1743660662.6648545,192.168.134.65,192.168.1.1,TCP,15977,80,287,TCP-SYN Flood
1743660662.66486,192.168.207.72,192.168.1.1,UDP,54087,53,426,UDP Flood
1743660662.664865,192.168.148.179,192.168.1.1,UDP,34437,53,1480,UDP Flood
1743660662.664871,192.168.160.147,192.168.1.1,UDP,12386,53,1037,UDP Flood
1743660662.6648786,192.168.110.244,192.168.1.1,TCP,52549,80,457,TCP-ACK Flood
1743660662.6648827,192.168.251.222,192.168.1.1,UDP,20100,53,1104,UDP Flood
1743660662.664886,192.168.76.207,192.168.1.1,UDP,2526,53,1375,UDP Flood
1743660662.6648934,192.168.183.75,192.168.1.1,UDP,11502,53,419,UDP Flood
1743660662.6648982,192.168.73.100,192.168.1.1,UDP,44461,53,427,UDP Flood
1743660662.6649015,192.168.190.213,192.168.1.1,UDP,55210,53,1204,UDP Flood
1743660662.6649055,192.168.172.83,192.168.1.1,TCP,31126,80,390,TCP-FIN Flood
1743660662.66491,192.168.107.130,192.168.1.1,TCP,10017,80,1387,TCP-SYN Flood
1743660662.664914,192.168.114.194,192.168.1.1,TCP,24013,80,1211,TCP-RST Flood
1743660662.6649177,192.168.26.58,192.168.1.1,UDP,57234,53,330,UDP Flood
1743660662.664924,192.168.247.156,192.168.1.1,TCP,23674,80,510,TCP-SYN Flood
1743660662.6649296,192.168.205.29,192.168.1.1,UDP,43327,53,651,UDP Flood
1743660662.6649392,192.168.123.239,192.168.1.1,TCP,3276,80,445,TCP-SYN Flood
1743660662.6649456,192.168.102.206,192.168.1.1,UDP,16154,53,638,UDP Flood
1743660662.664957,192.168.194.84,192.168.1.1,UDP,31091,53,1051,UDP Flood
1743660662.6649601,192.168.102.122,192.168.1.1,UDP,53408,53,600,UDP Flood
1743660662.6649678,192.168.42.110,192.168.1.1,TCP,54195,80,890,TCP-FIN Flood
1743660662.6649716,192.168.1.65,192.168.1.1,TCP,37129,80,378,TCP-RST Flood
1743660662.664975,192.168.207.215,192.168.1.1,UDP,27283,53,987,UDP Flood
1743660662.6649787,192.168.112.152,192.168.1.1,TCP,1139,80,498,TCP-FIN Flood
1743660662.6649818,192.168.130.166,192.168.1.1,UDP,59255,53,690,UDP Flood
1743660662.6649852,192.168.237.117,192.168.1.1,UDP,55964,53,292,UDP Flood
1743660662.6649892,192.168.233.142,192.168.1.1,UDP,6341,53,1430,UDP Flood
1743660662.6649926,192.168.90.16,192.168.1.1,UDP,24897,53,880,UDP Flood
1743660662.6649957,192.168.132.163,192.168.1.1,UDP,31251,53,1164,UDP Flood
1743660662.664999,192.168.9.206,192.168.1.1,UDP,53433,53,726,UDP Flood
1743660662.6650028,192.168.84.146,192.168.1.1,TCP,11192,80,571,TCP-SYN Flood
1743660662.6650064,192.168.209.209,192.168.1.1,TCP,3817,80,762,TCP-SYN Flood
1743660662.6650097,192.168.209.62,192.168.1.1,UDP,1402,53,944,UDP Flood
1743660662.6650138,192.168.99.79,192.168.1.1,TCP,47969,80,1481,TCP-FIN Flood
1743660662.6650205,192.168.178.84,192.168.1.1,UDP,43428,53,61,UDP Flood
1743660662.6650243,192.168.231.85,192.168.1.1,TCP,44336,80,1302,TCP-SYN Flood
1743660662.6650586,192.168.253.175,192.168.1.1,TCP,33668,80,1289,TCP-RST Flood
1743660662.6650672,192.168.125.63,192.168.1.1,UDP,19281,53,714,UDP Flood
1743660662.665073,192.168.198.130,192.168.1.1,UDP,44338,53,564,UDP Flood
1743660662.665079,192.168.40.75,192.168.1.1,UDP,20630,53,692,UDP Flood
1743660662.665085,192.168.124.245,192.168.1.1,UDP,44565,53,1405,UDP Flood
1743660662.665092,192.168.162.85,192.168.1.1,UDP,49619,53,524,UDP Flood
1743660662.6650977,192.168.17.10,192.168.1.1,UDP,18917,53,1124,UDP Flood
1743660662.665103,192.168.56.253,192.168.1.1,UDP,49115,53,982,UDP Flood
1743660662.6651094,192.168.147.142,192.168.1.1,TCP,39134,80,1272,TCP-FIN Flood
1743660662.6651154,192.168.64.204,192.168.1.1,UDP,30745,53,369,UDP Flood
1743660662.6651216,192.168.66.133,192.168.1.1,TCP,2268,80,1123,TCP-FIN Flood
1743660662.6651294,192.168.239.135,192.168.1.1,TCP,1823,80,541,TCP-ACK Flood
1743660662.6651363,192.168.8.139,192.168.1.1,TCP,36260,80,451,TCP-FIN Flood
1743660662.6651418,192.168.60.226,192.168.1.1,UDP,21132,53,1408,UDP Flood
1743660662.6651475,192.168.106.28,192.168.1.1,TCP,27684,80,508,TCP-FIN Flood
1743660662.6651535,192.168.225.216,192.168.1.1,TCP,57231,80,1299,TCP-ACK Flood
1743660662.66516,192.168.101.116,192.168.1.1,TCP,61585,80,1110,TCP-SYN Flood
1743660662.665166,192.168.86.232,192.168.1.1,TCP,25702,80,318,TCP-ACK Flood
1743660662.6651714,192.168.23.186,192.168.1.1,UDP,11709,53,132,UDP Flood
1743660662.6651835,192.168.150.77,192.168.1.1,UDP,60735,53,636,UDP Flood
1743660662.6651876,192.168.73.163,192.168.1.1,UDP,5967,53,1074,UDP Flood
1743660662.6651914,192.168.216.162,192.168.1.1,TCP,41817,80,1090,TCP-ACK Flood
1743660662.6651962,192.168.61.205,192.168.1.1,UDP,57839,53,1219,UDP Flood
1743660662.6652017,192.168.39.40,192.168.1.1,UDP,63219,53,94,UDP Flood
1743660662.6652074,192.168.174.98,192.168.1.1,UDP,60738,53,1256,UDP Flood
1743660662.6652136,192.168.208.125,192.168.1.1,TCP,31388,80,1282,TCP-SYN Flood
1743660662.6652184,192.168.31.219,192.168.1.1,UDP,47538,53,752,UDP Flood
1743660662.665222,192.168.231.213,192.168.1.1,UDP,11347,53,929,UDP Flood
1743660662.6652267,192.168.131.31,192.168.1.1,TCP,16124,80,467,TCP-FIN Flood
1743660662.6652339,192.168.128.48,192.168.1.1,TCP,38138,80,960,TCP-SYN Flood
1743660662.6652372,192.168.8.88,192.168.1.1,UDP,25281,53,634,UDP Flood
1743660662.6652405,192.168.161.137,192.168.1.1,UDP,22498,53,350,UDP Flood
1743660662.6652446,192.168.85.111,192.168.1.1,UDP,62988,53,1323,UDP Flood
1743660662.6652505,192.168.53.124,192.168.1.1,TCP,38651,80,155,TCP-SYN Flood
1743660662.665256,192.168.86.52,192.168.1.1,UDP,15593,53,131,UDP Flood
1743660662.665261,192.168.71.126,192.168.1.1,UDP,37169,53,956,UDP Flood
1743660662.665267,192.168.127.124,192.168.1.1,TCP,35181,80,1088,TCP-SYN Flood
1743660662.6652784,192.168.70.226,192.168.1.1,UDP,1255,53,611,UDP Flood
1743660662.6652827,192.168.133.49,192.168.1.1,TCP,41483,80,564,TCP-FIN Flood
1743660662.6652865,192.168.53.39,192.168.1.1,TCP,2423,80,629,TCP-FIN Flood
1743660662.665292,192.168.53.246,192.168.1.1,TCP,27122,80,808,TCP-FIN Flood
1743660662.6652954,192.168.121.91,192.168.1.1,UDP,24016,53,129,UDP Flood
1743660662.6652994,192.168.9.35,192.168.1.1,TCP,46663,80,854,TCP-FIN Flood
1743660662.665303,192.168.28.223,192.168.1.1,TCP,47526,80,686,TCP-RST Flood
1743660662.665307,192.168.205.185,192.168.1.1,UDP,27646,53,125,UDP Flood
1743660662.6653123,192.168.249.148,192.168.1.1,UDP,24365,53,1474,UDP Flood
1743660662.6653175,192.168.235.95,192.168.1.1,UDP,47173,53,418,UDP Flood
1743660662.6653228,192.168.104.44,192.168.1.1,UDP,22440,53,747,UDP Flood
1743660662.6653275,192.168.252.113,192.168.1.1,UDP,35420,53,108,UDP Flood
1743660662.6653337,192.168.69.176,192.168.1.1,TCP,38355,80,93,TCP-SYN Flood
1743660662.665344,192.168.82.229,192.168.1.1,UDP,19813,53,627,UDP Flood
1743660662.665349,192.168.36.185,192.168.1.1,UDP,47637,53,945,UDP Flood
1743660662.665353,192.168.92.227,192.168.1.1,UDP,22393,53,1264,UDP Flood
1743660662.6653569,192.168.4.177,192.168.1.1,TCP,2606,80,1258,TCP-ACK Flood
1743660662.6653605,192.168.144.65,192.168.1.1,TCP,25644,80,647,TCP-ACK Flood
1743660662.6653807,192.168.198.91,192.168.1.1,UDP,26896,53,1208,UDP Flood
1743660662.6653867,192.168.224.234,192.168.1.1,TCP,9712,80,916,TCP-RST Flood
1743660662.6653929,192.168.64.120,192.168.1.1,TCP,51920,80,76,TCP-ACK Flood
1743660662.6653972,192.168.66.124,192.168.1.1,TCP,54050,80,163,TCP-RST Flood
1743660662.6654007,192.168.73.113,192.168.1.1,UDP,50555,53,212,UDP Flood
1743660662.6654053,192.168.132.93,192.168.1.1,TCP,11312,80,783,TCP-RST Flood
1743660662.6654086,192.168.132.115,192.168.1.1,UDP,64833,53,540,UDP Flood
1743660662.6654127,192.168.155.220,192.168.1.1,TCP,45653,80,589,TCP-RST Flood
1743660662.6654165,192.168.203.7,192.168.1.1,TCP,37484,80,757,TCP-RST Flood
1743660662.6654196,192.168.173.50,192.168.1.1,UDP,57657,53,126,UDP Flood
1743660662.665423,192.168.20.61,192.168.1.1,UDP,7338,53,695,UDP Flood
1743660662.6654267,192.168.225.252,192.168.1.1,TCP,38030,80,1458,TCP-RST Flood
1743660662.6654298,192.168.99.215,192.168.1.1,UDP,60745,53,454,UDP Flood
1743660662.6654356,192.168.122.109,192.168.1.1,TCP,3552,80,1180,TCP-SYN Flood
1743660662.665442,192.168.254.160,192.168.1.1,TCP,53065,80,1023,TCP-FIN Flood
1743660662.6654468,192.168.236.22,192.168.1.1,UDP,18000,53,761,UDP Flood
1743660662.6654527,192.168.120.60,192.168.1.1,TCP,63483,80,720,TCP-ACK Flood
1743660662.6654587,192.168.131.188,192.168.1.1,TCP,38752,80,1353,TCP-ACK Flood
1743660662.665469,192.168.25.140,192.168.1.1,UDP,37382,53,85,UDP Flood
1743660662.6654766,192.168.192.149,192.168.1.1,TCP,39735,80,506,TCP-SYN Flood
1743660662.6654837,192.168.138.141,192.168.1.1,UDP,55668,53,422,UDP Flood
1743660662.6654878,192.168.245.44,192.168.1.1,UDP,59477,53,458,UDP Flood
1743660662.665491,192.168.66.168,192.168.1.1,UDP,49091,53,513,UDP Flood
1743660662.6654952,192.168.46.236,192.168.1.1,TCP,38371,80,246,TCP-ACK Flood
1743660662.665498,192.168.189.92,192.168.1.1,UDP,56880,53,111,UDP Flood
1743660662.6655116,192.168.159.127,192.168.1.1,UDP,36290,53,1348,UDP Flood
1743660662.6655164,192.168.33.83,192.168.1.1,TCP,52614,80,610,TCP-RST Flood
1743660662.6655223,192.168.193.198,192.168.1.1,TCP,2130,80,1057,TCP-RST Flood
1743660662.6655276,192.168.98.238,192.168.1.1,UDP,11749,53,879,UDP Flood
1743660662.665534,192.168.203.113,192.168.1.1,TCP,12919,80,314,TCP-FIN Flood
1743660662.6655395,192.168.19.107,192.168.1.1,TCP,4938,80,631,TCP-RST Flood
1743660662.6655433,192.168.192.191,192.168.1.1,TCP,14469,80,837,TCP-RST Flood
1743660662.6655493,192.168.182.155,192.168.1.1,TCP,62508,80,561,TCP-ACK Flood
1743660662.6655548,192.168.22.136,192.168.1.1,UDP,17511,53,1343,UDP Flood
1743660662.6655598,192.168.44.225,192.168.1.1,UDP,53563,53,634,UDP Flood
1743660662.6655648,192.168.57.28,192.168.1.1,UDP,46395,53,641,UDP Flood
1743660662.665571,192.168.19.124,192.168.1.1,TCP,65017,80,1275,TCP-RST Flood
1743660662.665581,192.168.186.193,192.168.1.1,UDP,39191,53,1478,UDP Flood
1743660662.6655848,192.168.208.32,192.168.1.1,TCP,53576,80,1352,TCP-SYN Flood
1743660662.6655884,192.168.232.187,192.168.1.1,TCP,58448,80,869,TCP-FIN Flood
1743660662.6655917,192.168.206.188,192.168.1.1,UDP,19712,53,1217,UDP Flood
1743660662.665595,192.168.192.129,192.168.1.1,UDP,2281,53,1377,UDP Flood
1743660662.6655984,192.168.172.72,192.168.1.1,UDP,47839,53,988,UDP Flood
1743660662.6656017,192.168.99.186,192.168.1.1,UDP,34434,53,1318,UDP Flood
1743660662.6656048,192.168.60.249,192.168.1.1,UDP,65025,53,1498,UDP Flood
1743660662.6656082,192.168.43.128,192.168.1.1,UDP,9425,53,454,UDP Flood
1743660662.6656127,192.168.186.252,192.168.1.1,TCP,18379,80,1421,TCP-ACK Flood
1743660662.6656206,192.168.226.129,192.168.1.1,UDP,27883,53,731,UDP Flood
1743660662.6656244,192.168.156.129,192.168.1.1,TCP,33060,80,997,TCP-FIN Flood
1743660662.6656277,192.168.99.36,192.168.1.1,UDP,17948,53,425,UDP Flood
1743660662.665631,192.168.185.32,192.168.1.1,UDP,6738,53,835,UDP Flood
1743660662.6656356,192.168.242.222,192.168.1.1,UDP,20276,53,72,UDP Flood
1743660662.6656394,192.168.181.244,192.168.1.1,TCP,23595,80,216,TCP-SYN Flood
1743660662.6656442,192.168.7.198,192.168.1.1,UDP,29517,53,226,UDP Flood
1743660662.6656504,192.168.42.4,192.168.1.1,TCP,19507,80,1494,TCP-FIN Flood
1743660662.6656635,192.168.62.137,192.168.1.1,TCP,31702,80,725,TCP-FIN Flood
1743660662.6656752,192.168.59.19,192.168.1.1,UDP,61703,53,551,UDP Flood
1743660662.6656787,192.168.198.42,192.168.1.1,UDP,23544,53,647,UDP Flood
1743660662.665682,192.168.229.44,192.168.1.1,UDP,64462,53,338,UDP Flood
1743660662.6656854,192.168.4.12,192.168.1.1,UDP,17371,53,922,UDP Flood
1743660662.6656902,192.168.62.134,192.168.1.1,TCP,37376,80,845,TCP-FIN Flood
1743660662.665695,192.168.197.212,192.168.1.1,UDP,45265,53,1146,UDP Flood
1743660662.6657007,192.168.145.126,192.168.1.1,UDP,41167,53,1061,UDP Flood
1743660662.6657107,192.168.11.31,192.168.1.1,TCP,13087,80,450,TCP-SYN Flood
1743660662.6657166,192.168.239.107,192.168.1.1,TCP,50039,80,888,TCP-RST Flood
1743660662.6657212,192.168.204.208,192.168.1.1,TCP,2881,80,86,TCP-FIN Flood
1743660662.665725,192.168.191.114,192.168.1.1,TCP,15636,80,1489,TCP-FIN Flood
1743660662.6657286,192.168.209.120,192.168.1.1,UDP,17620,53,720,UDP Flood
1743660662.6657324,192.168.112.159,192.168.1.1,TCP,65521,80,456,TCP-SYN Flood
1743660662.6657355,192.168.221.218,192.168.1.1,UDP,27869,53,224,UDP Flood
1743660662.6657393,192.168.145.252,192.168.1.1,TCP,43865,80,900,TCP-ACK Flood
1743660662.6657424,192.168.186.67,192.168.1.1,UDP,21750,53,704,UDP Flood
1743660662.6657457,192.168.26.113,192.168.1.1,UDP,61568,53,1067,UDP Flood
1743660662.665756,192.168.55.122,192.168.1.1,TCP,53712,80,961,TCP-RST Flood
1743660662.6657617,192.168.224.222,192.168.1.1,TCP,34443,80,142,TCP-ACK Flood
1743660662.665768,192.168.214.47,192.168.1.1,TCP,2277,80,1297,TCP-RST Flood
1743660662.6657734,192.168.29.35,192.168.1.1,UDP,32701,53,541,UDP Flood
1743660662.665781,192.168.137.118,192.168.1.1,TCP,52344,80,456,TCP-SYN Flood
1743660662.6657872,192.168.54.19,192.168.1.1,TCP,55505,80,334,TCP-FIN Flood
1743660662.665793,192.168.232.10,192.168.1.1,TCP,48602,80,571,TCP-RST Flood
1743660662.6657977,192.168.110.211,192.168.1.1,TCP,59928,80,313,TCP-RST Flood
1743660662.6658015,192.168.195.1,192.168.1.1,TCP,47613,80,405,TCP-RST Flood
1743660662.665805,192.168.13.109,192.168.1.1,TCP,1780,80,735,TCP-RST Flood
1743660662.6658087,192.168.99.44,192.168.1.1,TCP,62064,80,820,TCP-RST Flood
1743660662.6658123,192.168.204.72,192.168.1.1,TCP,56199,80,345,TCP-ACK Flood
1743660662.6658156,192.168.242.209,192.168.1.1,UDP,20000,53,1089,UDP Flood
1743660662.6658187,192.168.55.36,192.168.1.1,UDP,64808,53,1080,UDP Flood
1743660662.665822,192.168.130.56,192.168.1.1,UDP,20042,53,982,UDP Flood
1743660662.6658254,192.168.87.210,192.168.1.1,UDP,48376,53,573,UDP Flood
1743660662.6658287,192.168.178.58,192.168.1.1,UDP,1260,53,860,UDP Flood
1743660662.6658323,192.168.8.4,192.168.1.1,TCP,24656,80,298,TCP-ACK Flood
1743660662.6658375,192.168.74.122,192.168.1.1,TCP,60562,80,679,TCP-SYN Flood
1743660662.6658452,192.168.24.185,192.168.1.1,TCP,7302,80,1237,TCP-RST Flood
1743660662.66585,192.168.254.189,192.168.1.1,UDP,22167,53,701,UDP Flood
1743660662.6658537,192.168.223.57,192.168.1.1,TCP,32318,80,1401,TCP-RST Flood
1743660662.6658576,192.168.55.31,192.168.1.1,TCP,11203,80,563,TCP-ACK Flood
1743660662.6658611,192.168.2.115,192.168.1.1,UDP,10652,53,228,UDP Flood
1743660662.665868,192.168.72.254,192.168.1.1,TCP,6038,80,82,TCP-RST Flood
1743660662.6658714,192.168.43.218,192.168.1.1,UDP,11086,53,79,UDP Flood
1743660662.6658752,192.168.46.249,192.168.1.1,TCP,27765,80,1088,TCP-ACK Flood
1743660662.6658783,192.168.51.47,192.168.1.1,UDP,47489,53,625,UDP Flood
1743660662.6658828,192.168.194.130,192.168.1.1,TCP,47017,80,706,TCP-ACK Flood
1743660662.6658869,192.168.2.146,192.168.1.1,TCP,56737,80,1037,TCP-FIN Flood
1743660662.6658905,192.168.31.238,192.168.1.1,TCP,26993,80,199,TCP-FIN Flood
1743660662.6658938,192.168.129.208,192.168.1.1,UDP,24997,53,85,UDP Flood
1743660662.6659002,192.168.6.83,192.168.1.1,TCP,62015,80,1323,TCP-FIN Flood
1743660662.6659057,192.168.152.112,192.168.1.1,UDP,22164,53,1155,UDP Flood
1743660662.665911,192.168.151.55,192.168.1.1,UDP,25271,53,211,UDP Flood
1743660662.6659172,192.168.171.123,192.168.1.1,TCP,58024,80,940,TCP-SYN Flood
1743660662.6659276,192.168.155.220,192.168.1.1,TCP,22791,80,1306,TCP-FIN Flood
1743660662.665937,192.168.210.165,192.168.1.1,UDP,10696,53,311,UDP Flood
1743660662.6659422,192.168.33.152,192.168.1.1,UDP,27539,53,1442,UDP Flood
1743660662.6659482,192.168.227.104,192.168.1.1,TCP,62099,80,1239,TCP-FIN Flood
1743660662.6659539,192.168.36.101,192.168.1.1,UDP,53465,53,1377,UDP Flood
1743660662.6659586,192.168.200.234,192.168.1.1,UDP,30172,53,1244,UDP Flood
1743660662.6659625,192.168.240.151,192.168.1.1,UDP,42368,53,471,UDP Flood
1743660662.665966,192.168.204.27,192.168.1.1,TCP,26773,80,522,TCP-SYN Flood
1743660662.6659698,192.168.236.55,192.168.1.1,TCP,56758,80,980,TCP-ACK Flood
1743660662.6659732,192.168.33.38,192.168.1.1,UDP,21949,53,1457,UDP Flood
1743660662.6659765,192.168.88.129,192.168.1.1,UDP,52872,53,1056,UDP Flood
1743660662.66598,192.168.58.114,192.168.1.1,TCP,58739,80,842,TCP-RST Flood
1743660662.6659837,192.168.66.239,192.168.1.1,TCP,53271,80,336,TCP-ACK Flood
1743660662.665987,192.168.49.68,192.168.1.1,UDP,49501,53,960,UDP Flood
1743660662.6659968,192.168.124.239,192.168.1.1,UDP,35840,53,935,UDP Flood
1743660662.6660023,192.168.197.112,192.168.1.1,UDP,62933,53,1048,UDP Flood
1743660662.666008,192.168.96.10,192.168.1.1,UDP,61778,53,531,UDP Flood
1743660662.6660156,192.168.76.241,192.168.1.1,TCP,35314,80,823,TCP-ACK Flood
1743660662.6660202,192.168.100.11,192.168.1.1,UDP,61837,53,1054,UDP Flood
1743660662.6660273,192.168.173.62,192.168.1.1,UDP,34144,53,93,UDP Flood
1743660662.6660304,192.168.227.231,192.168.1.1,UDP,24006,53,346,UDP Flood
1743660662.6660342,192.168.147.216,192.168.1.1,TCP,26263,80,1311,TCP-RST Flood
1743660662.666038,192.168.117.35,192.168.1.1,TCP,31299,80,505,TCP-SYN Flood
1743660662.6660416,192.168.224.140,192.168.1.1,TCP,65021,80,1349,TCP-ACK Flood
1743660662.666045,192.168.47.212,192.168.1.1,UDP,11876,53,386,UDP Flood
1743660662.6660485,192.168.9.118,192.168.1.1,TCP,53307,80,664,TCP-FIN Flood
1743660662.666052,192.168.69.111,192.168.1.1,TCP,39807,80,72,TCP-ACK Flood
1743660662.6660554,192.168.80.119,192.168.1.1,UDP,18916,53,293,UDP Flood
1743660662.6660635,192.168.149.183,192.168.1.1,TCP,49705,80,105,TCP-RST Flood
1743660662.6660671,192.168.25.19,192.168.1.1,TCP,52936,80,1048,TCP-RST Flood
1743660662.6660705,192.168.55.183,192.168.1.1,UDP,27503,53,1271,UDP Flood
1743660662.6660738,192.168.21.148,192.168.1.1,UDP,45861,53,1336,UDP Flood
1743660662.6660776,192.168.162.83,192.168.1.1,TCP,31059,80,1072,TCP-FIN Flood
1743660662.6660807,192.168.186.73,192.168.1.1,UDP,56503,53,935,UDP Flood
1743660662.666084,192.168.166.13,192.168.1.1,UDP,5459,53,863,UDP Flood
1743660662.6660872,192.168.160.150,192.168.1.1,UDP,63997,53,774,UDP Flood
1743660662.6660905,192.168.180.247,192.168.1.1,UDP,55682,53,234,UDP Flood
1743660662.6660974,192.168.180.122,192.168.1.1,TCP,53688,80,1322,TCP-RST Flood
1743660662.666101,192.168.9.114,192.168.1.1,UDP,24325,53,323,UDP Flood
1743660662.6661043,192.168.220.189,192.168.1.1,UDP,64294,53,788,UDP Flood
1743660662.6661081,192.168.82.138,192.168.1.1,TCP,15460,80,796,TCP-ACK Flood
1743660662.6661148,192.168.196.254,192.168.1.1,UDP,1058,53,1321,UDP Flood
1743660662.6661184,192.168.86.176,192.168.1.1,UDP,39371,53,916,UDP Flood
1743660662.6661215,192.168.195.214,192.168.1.1,UDP,42612,53,208,UDP Flood
1743660662.6661289,192.168.181.173,192.168.1.1,TCP,32464,80,87,TCP-ACK Flood
1743660662.6661332,192.168.130.92,192.168.1.1,UDP,57751,53,379,UDP Flood
1743660662.6661367,192.168.130.171,192.168.1.1,TCP,42932,80,88,TCP-ACK Flood
1743660662.66614,192.168.214.238,192.168.1.1,UDP,16608,53,546,UDP Flood
1743660662.6661434,192.168.97.28,192.168.1.1,UDP,21982,53,181,UDP Flood
1743660662.6661475,192.168.3.253,192.168.1.1,TCP,3593,80,1005,TCP-FIN Flood
1743660662.6661515,192.168.7.132,192.168.1.1,TCP,37933,80,1349,TCP-SYN Flood
1743660662.6661553,192.168.122.180,192.168.1.1,TCP,36928,80,942,TCP-SYN Flood
1743660662.6661592,192.168.179.134,192.168.1.1,TCP,39319,80,1345,TCP-SYN Flood
1743660662.6661625,192.168.85.45,192.168.1.1,UDP,58841,53,1219,UDP Flood
1743660662.6661658,192.168.67.98,192.168.1.1,UDP,48472,53,61,UDP Flood
1743660662.6661692,192.168.31.219,192.168.1.1,UDP,23881,53,1274,UDP Flood
1743660662.666176,192.168.134.225,192.168.1.1,TCP,20412,80,1147,TCP-ACK Flood
1743660662.66618,192.168.113.218,192.168.1.1,TCP,25762,80,1301,TCP-FIN Flood
1743660662.6661832,192.168.214.62,192.168.1.1,UDP,55870,53,327,UDP Flood
1743660662.6661866,192.168.119.185,192.168.1.1,UDP,18441,53,1274,UDP Flood
1743660662.6661897,192.168.20.147,192.168.1.1,UDP,49491,53,1413,UDP Flood
1743660662.6661935,192.168.189.140,192.168.1.1,TCP,48411,80,1348,TCP-ACK Flood
1743660662.6661968,192.168.52.184,192.168.1.1,UDP,8875,53,389,UDP Flood
1743660662.6662002,192.168.60.213,192.168.1.1,UDP,9920,53,452,UDP Flood
1743660662.6662035,192.168.153.109,192.168.1.1,UDP,13216,53,1192,UDP Flood
1743660662.6662073,192.168.228.254,192.168.1.1,TCP,61929,80,1149,TCP-SYN Flood
1743660662.666211,192.168.208.12,192.168.1.1,TCP,50747,80,1418,TCP-RST Flood
1743660662.666215,192.168.48.174,192.168.1.1,TCP,5898,80,1491,TCP-RST Flood
1743660662.6662183,192.168.24.50,192.168.1.1,UDP,38746,53,1064,UDP Flood
1743660662.666222,192.168.254.162,192.168.1.1,TCP,51135,80,712,TCP-ACK Flood
1743660662.6662285,192.168.173.36,192.168.1.1,TCP,28535,80,356,TCP-RST Flood
1743660662.6662364,192.168.200.72,192.168.1.1,TCP,64426,80,605,TCP-ACK Flood
1743660662.6662424,192.168.153.224,192.168.1.1,TCP,58818,80,1279,TCP-FIN Flood
1743660662.6662478,192.168.179.192,192.168.1.1,TCP,61300,80,856,TCP-RST Flood
1743660662.6662602,192.168.222.153,192.168.1.1,UDP,48481,53,928,UDP Flood
1743660662.6662667,192.168.104.181,192.168.1.1,TCP,21326,80,470,TCP-ACK Flood
1743660662.666273,192.168.69.242,192.168.1.1,UDP,2713,53,1183,UDP Flood
1743660662.6662781,192.168.211.74,192.168.1.1,UDP,32150,53,655,UDP Flood
1743660662.6662846,192.168.24.132,192.168.1.1,TCP,35297,80,1403,TCP-FIN Flood
1743660662.6662884,192.168.99.141,192.168.1.1,UDP,64314,53,921,UDP Flood
1743660662.666292,192.168.54.212,192.168.1.1,TCP,22482,80,1437,TCP-SYN Flood
1743660662.6662953,192.168.167.250,192.168.1.1,UDP,30219,53,665,UDP Flood
1743660662.666299,192.168.107.166,192.168.1.1,TCP,5760,80,502,TCP-RST Flood
1743660662.6663024,192.168.68.94,192.168.1.1,UDP,4041,53,342,UDP Flood
1743660662.6663058,192.168.192.138,192.168.1.1,UDP,64093,53,1022,UDP Flood
1743660662.6663098,192.168.37.219,192.168.1.1,UDP,52100,53,1082,UDP Flood
1743660662.6663132,192.168.188.40,192.168.1.1,UDP,13114,53,143,UDP Flood
1743660662.6663187,192.168.213.42,192.168.1.1,UDP,29318,53,1384,UDP Flood
1743660662.6663244,192.168.223.187,192.168.1.1,TCP,51606,80,376,TCP-ACK Flood
1743660662.6663303,192.168.224.57,192.168.1.1,UDP,64833,53,674,UDP Flood
